,Link,address,Bedrooms,Bathrooms,Car spaces,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Land area,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/18-38--40-meadow-cres-meadowbank-nsw-2114-19589583,"18/38-40 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$350/w,$425/w,Unit ,10 Sep 2018 Sold $608k,,26 Jul 2018 Listed for Rent $460 PER WEEK,05 Mar 2016 Listed for Rent **Application Taken**,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3001-7--13-angas-st-meadowbank-nsw-2114-20688301,"3001/7-13 Angas St, Meadowbank",-,-,-,$750k,$800k,$500/w,$575/w,Unit ,10 Sep 2018 Sold $805k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/19-12-meadow-cres-meadowbank-nsw-2114-13279033,"19/12 Meadow Cres, Meadowbank",2,1,1,$600k,$650k,$350/w,$425/w,Unit 1965 239m2 1864m2 Residential - A 19/46/5184/4666 ,06 Sep 2018 Sold $670k,1864m2,"22 Aug 2018 Listed for Sale SOLD | for $670,000",23 Sep 1992 Sold $136k,239m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6007-9-angas-st-meadowbank-nsw-2114-20616143,"6007/9 Angas St, Meadowbank",-,-,-,$550k,$600k,$425/w,$500/w,Unit ,24 Aug 2018 Sold $630k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/94-15--17-angas-st-meadowbank-nsw-2114-20678013,"94/15-17 Angas St, Meadowbank",-,-,-,$550k,$600k,$425/w,$500/w,Unit ,24 Aug 2018 Sold $575k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/10-41-meadow-cres-meadowbank-nsw-2114-12810135,"10/41 Meadow Cres, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Unit 1970 52m2 52m2 Residential - A 34/SP12337 ,31 Jul 2018 Sold $558k,52m2,18 Jul 2018 Listed for Sale SOLD!,04 Feb 1998 Sold $149k,52m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3206-3--9-angas-st-meadowbank-nsw-2114-19719073,"3206/3-9 Angas St, Meadowbank",2,2,1,$644k,$872k,,,Unit 2015 80m2 6528m2 ,24 Jul 2018 Sold $819k,6528m2,29 Apr 2015 Sold $650k,,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1-10-bank-st-meadowbank-nsw-2114-18884048,"1/10 Bank St, Meadowbank",2,1,1,$600k,$650k,$350/w,$425/w,Unit 1967 52m2 1242m2 Residential - A 1/SP2936 ,23 Jul 2018 Sold $550k,1242m2,"14 May 2018 Listed for Sale $520,000 to $569,950",05 Apr 2018 Listed for Rent $400 per week,52m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/12-7a-bank-st-meadowbank-nsw-2114-2347763,"12/7a Bank St, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Unit 1975 55m2 55m2 Residential - A 12/SP10704 ,18 Jul 2018 Sold $556k,55m2,01 May 2018 Listed for Sale SOLD,29 Jul 2011 Sold $355k,55m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/7-7-bay-dr-meadowbank-nsw-2114-2322536,"7/7 Bay Dr, Meadowbank",3,2,2,$900k,$1.00M,$650/w,$750/w,Unit 2003 50m2 10526m2 Residential - A 235/SP77059 ,14 Jul 2018 Sold $977k,10526m2,04 Sep 2009 Sold $650k,25 Aug 2006 Sold $680k,50m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3303-3--9-angas-st-meadowbank-nsw-2114-19718177,"3303/3-9 Angas St, Meadowbank",2,2,1,$684k,$837k,,,Unit 2014 82m2 6528m2 ,11 Jul 2018 Sold $800k,6528m2,24 Apr 2015 Sold $630k,,82m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/41-25-angas-st-meadowbank-nsw-2114-14054943,"41/25 Angas St, Meadowbank",2,2,2,$800k,$900k,$575/w,$650/w,Unit 2006 87m2 10526m2 Residential - A 74/SP76502 ,06 Jul 2018 Sold $885k,10526m2,24 Apr 2008 Sold $530k,28 Apr 2006 Sold $680k,87m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/14-38--40-meadow-cres-meadowbank-nsw-2114-20532625,"14/38-40 Meadow Cres, Meadowbank",-,-,-,$550k,$600k,$350/w,$425/w,Unit ,04 Jul 2018 Sold $640k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/10-45-meadow-cres-meadowbank-nsw-2114-4443368,"10/45 Meadow Cres, Meadowbank",1,1,1,$375k,$400k,$300/w,$350/w,Unit 1960 32m2 685m2 Residential - A 10/SP7620 ,04 Jul 2018 Sold $400k,685m2,03 May 2010 Sold $300k,06 Jan 2003 Sold $236k,32m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/30-117-bowden-st-meadowbank-nsw-2114-20722509,"30/117 Bowden St, Meadowbank",-,-,-,$600k,$650k,$500/w,$575/w,Unknown ,03 Jul 2018 Sold $855k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/25-17-meadow-cres-meadowbank-nsw-2114-19323222,"25/17 Meadow Cres, Meadowbank",2,1,1,$522k,$638k,$350/w,$425/w,Unit 1969 64m2 2026m2 Residential - A 39/SP4417 ,02 Jul 2018 Listed for Rent $450,2026m2,29 Jun 2018 Sold $605k,07 Nov 2007 Sold $318k,64m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/27-25-angas-st-meadowbank-nsw-2114-4711272,"27/25 Angas St, Meadowbank",1,1,1,$550k,$600k,$350/w,$425/w,Unit 2006 65m2 10526m2 Residential - A 60/SP76502 ,28 Jun 2018 Sold $588k,10526m2,06 Jul 2016 Rented $500,29 Apr 2009 Sold $375k,65m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/18-1--3-bank-st-meadowbank-nsw-2114-13180396,"18/1-3 Bank St, Meadowbank",2,1,1,$600k,$650k,$350/w,$425/w,Unit 1960 75m2 1661m2 Residential - A 18/SP9039 ,26 Jun 2018 Sold $650k,1661m2,04 May 2007 Sold $297k,02 Aug 1991 Sold $136k,75m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/24-117-bowden-st-meadowbank-nsw-2114-20722538,"24/117 Bowden St, Meadowbank",-,-,-,$600k,$650k,$500/w,$575/w,Unknown ,25 Jun 2018 Sold $840k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/210-146-bowden-st-meadowbank-nsw-2114-20479785,"210/146 Bowden St, Meadowbank",3,2,2,$1.60M,$1.80M,$750/w,$850/w,Unit 2017 166m2 229m2 ,22 Jun 2018 Sold $1.70M,229m2,19 Jan 2018 Sold $1.53M,,166m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/12-37-meadow-cres-meadowbank-nsw-2114-3357803,"12/37 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$350/w,$425/w,Unit 1960 65m2 1178m2 Residential - A 12/SP11895 ,22 Jun 2018 Sold $613k,1178m2,12 Jun 2008 Sold $283k,04 Jun 2004 Sold $283k,65m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/40-3-bay-dr-meadowbank-nsw-2114-14103229,"40/3 Bay Dr, Meadowbank",3,2,2,$1.20M,$1.30M,$650/w,$750/w,Unit 2006 293m2 10526m2 Residential - A 120/SP76502 ,21 Jun 2018 Sold $1.36M,10526m2,28 Sep 2017 Listed for Sale Sold,12 Nov 2016 Sold $655k,293m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/23-21--27-meadow-cres-meadowbank-nsw-2114-16098386,"23/21-27 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$350/w,$425/w,Unit 1965 206m2 4482m2 Residential - A ,15 Jun 2018 Sold $630k,4482m2,"16 May 2018 Listed for Sale $630,000 - $670,000",27 Sep 2016 Rented $250,206m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/409-146-bowden-st-meadowbank-nsw-2114-20360765,"409/146 Bowden St, Meadowbank",2,2,1,$1.00M,$1.10M,$650/w,$750/w,Unit 2016 114m2 138m2 ,12 Jun 2018 Sold $1.20M,138m2,14 Mar 2018 Listed for Rent $810 wk,15 Feb 2018 Sold $980k,114m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/11-72--78-constitution-rd-w-meadowbank-nsw-2114-14280123,"11/72-78 Constitution Rd W, Meadowbank",2,2,1,$704k,$861k,,,Apartment 2002 105m2 3505m2 Residential - A 11/SP67799 ,13 Jun 2018 Listed for Rent $620,3505m2,08 Jun 2018 Sold $805k,27 Jun 2013 Sold $582k,105m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/34-13-bay-dr-meadowbank-nsw-2114-2505957,"34/13 Bay Dr, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2006 70m2 1160m2 Residential - A 153/SP79422 ,08 Jun 2018 Sold $650k,1160m2,07 Nov 2007 Sold $440k,,70m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/46-141-bowden-st-meadowbank-nsw-2114-4264252,"46/141 Bowden St, Meadowbank",3,2,2,$1.10M,$1.20M,$750/w,$850/w,Unit 2004 137m2 4877m2 Residential - A 46/SP72616 ,08 Jun 2018 Sold $1.13M,4877m2,18 Apr 2018 Sold ,01 Jul 2014 Sold $570k,137m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/20-10-bank-st-meadowbank-nsw-2114-10254130,"20/10 Bank St, Meadowbank",2,1,1,$500k,$550k,$300/w,$350/w,Unit 1960 50m2 1228m2 Residential - A 20/SP2936 ,07 Jun 2018 Sold $570k,1228m2,25 Mar 2011 Sold $315k,09 Dec 1994 Sold $112k,50m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5-117-bowden-st-meadowbank-nsw-2114-20719714,"5/117 Bowden St, Meadowbank",-,-,-,$750k,$800k,$500/w,$575/w,Unit ,07 Jun 2018 Sold $787k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3206-7--13-angas-st-meadowbank-nsw-2114-20520903,"3206/7-13 Angas St, Meadowbank",-,-,-,$750k,$800k,$500/w,$575/w,Unit ,05 Jun 2018 Sold $819k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/37-13-bay-dr-meadowbank-nsw-2114-3442360,"37/13 Bay Dr, Meadowbank",3,2,2,$1.10M,$1.20M,$750/w,$850/w,Unit 2007 97m2 1160m2 Residential - A 156/SP79422 ,05 Jun 2018 Sold $1.42M,1160m2,02 Apr 2008 Sold $1.15M,03 Nov 2005 Sold $1.15M,97m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/4-143-bowden-st-meadowbank-nsw-2114-11991732,"4/143 Bowden St, Meadowbank",3,2,2,$800k,$900k,$575/w,$650/w,Unit 2003 105m2 4498m2 Residential - A 4/SP71356 ,01 Jun 2018 Sold $920k,4498m2,21 Nov 2016 Rented $700,12 Nov 2016 Listed for Rent $700 per Week,105m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3303-7--13-angas-st-meadowbank-nsw-2114-20532169,"3303/7-13 Angas St, Meadowbank",-,-,-,$700k,$750k,$500/w,$575/w,Unit ,01 Jun 2018 Sold $800k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/27-117-bowden-st-meadowbank-nsw-2114-20733180,"27/117 Bowden St, Meadowbank",-,-,-,$600k,$650k,$500/w,$575/w,Unit ,01 Jun 2018 Sold $816k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/51-141-bowden-st-meadowbank-nsw-2114-3368325,"51/141 Bowden St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2004 55m2 4877m2 Residential - A 51/SP72616 ,31 May 2018 Sold $610k,4877m2,30 Jun 2008 Sold $362k,03 Jun 2004 Sold $320k,55m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/4-9-bank-st-meadowbank-nsw-2114-4607412,"4/9 Bank St, Meadowbank",2,1,1,$550k,$600k,$425/w,$500/w,Unit 1971 72m2 1346m2 Residential - A 4/SP5587 ,19 May 2018 Sold ,1346m2,14 Apr 2010 Sold $389k,25 Mar 2002 Sold $250k,72m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/40-2-bay-dr-meadowbank-nsw-2114-3397473,"40/2 Bay Dr, Meadowbank",3,2,2,$1.74M,$2.61M,,,Commercial 2000 518m2 3862m2 Residential - A 40/SP74803 ,18 May 2018 Sold $2.55M,3862m2,23 Jun 2006 Sold $1.65M,10 Aug 2005 Sold $1.60M,518m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/14-7-bank-st-meadowbank-nsw-2114-4477666,"14/7 Bank St, Meadowbank",2,1,1,$550k,$600k,$350/w,$425/w,Unit 1976 53m2 822m2 Residential - A 14/SP10705 ,11 Feb 2019 Listed for Rent Deposit Taken PROPERTIES WANTED Applicants Waiting,822m2,09 May 2018 Sold $570k,28 Feb 2018 Listed for Sale Contact Agent,53m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/33-7-bay-dr-meadowbank-nsw-2114-2287926,"33/7 Bay Dr, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2006 90m2 10526m2 Residential - A 261/SP77059 ,07 May 2018 Sold $760k,10526m2,04 Jul 2012 Sold $545k,21 Jun 2006 Sold $500k,90m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/11-72--78-constitution-rd-meadowbank-nsw-2114-14445034,"11/72-78 Constitution Rd, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2002 105m2 Residential - A ,28 Apr 2018 Sold $805k,,15 May 2013 Sold $582k,,105m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/35-4--8-angas-st-meadowbank-nsw-2114-19541770,"35/4-8 Angas St, Meadowbank",2,2,1,$700k,$750k,$500/w,$575/w,Apartment 2014 89m2 1841m2 ,26 Apr 2018 Sold $840k,1841m2,19 May 2016 Rented $570,07 Mar 2016 Rented $590,89m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/42-11-bay-dr-meadowbank-nsw-2114-2538171,"42/11 Bay Dr, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Apartment 2007 1160m2 Residential - A 198/SP79422 ,26 Apr 2018 Sold $645k,1160m2,10 Jul 2012 Sold $425k,15 Jan 2008 Sold $403k,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/21-21--27-meadow-cres-meadowbank-nsw-2114-15738303,"21/21-27 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$350/w,$425/w,Apartment 1972 57m2 4482m2 Residential - A 21/SP6451 ,20 Apr 2018 Sold $589k,4482m2,"01 Mar 2018 Listed for Sale $589,000",12 Dec 2015 Listed for Rent $410 per week,57m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/11-6a-bank-st-meadowbank-nsw-2114-4269235,"11/6a Bank St, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Unit 1975 53m2 1151m2 Residential - A 3/SP10706 ,13 Apr 2018 Sold $562k,1151m2,19 Jan 2018 Listed for Sale Inspection cancelled | Contact agent,04 Jul 2014 Sold $480k,53m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/37-4--8-angas-st-meadowbank-nsw-2114-19665667,"37/4-8 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 1841m2 ,12 Apr 2018 Sold $751k,1841m2,09 Mar 2018 Listed for Sale SOLD,02 Dec 2016 Sold ,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/203-139-bowden-st-meadowbank-nsw-2114-20719547,"203/139 Bowden St, Meadowbank",-,-,-,$700k,$750k,$500/w,$575/w,Unit ,12 Apr 2018 Sold $760k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/11-7-meadow-cres-meadowbank-nsw-2114-13560687,"11/7 Meadow Cres, Meadowbank",2,1,1,$600k,$650k,$425/w,$500/w,Apartment 1970 231m2 1243m2 Residential - A 11/SP6646 ,11 Apr 2018 Sold $680k,1243m2,"19 Feb 2018 Listed for Sale $630,000 - $670,000",15 Oct 2012 Sold $445k,231m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3007-3--9-angas-st-meadowbank-nsw-2114-19718715,"3007/3-9 Angas St, Meadowbank",2,2,1,$702k,$858k,,,Unit 2015 80m2 6528m2 Residential - A 103/SP91188 ,11 Apr 2018 Sold $815k,6528m2,24 Apr 2015 Sold $650k,,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/16-15--17-angas-st-meadowbank-nsw-2114-14829163,"16/15-17 Angas St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2009 65m2 2894m2 Residential - A 16/SP82318 ,09 Apr 2018 Sold $659k,2894m2,28 Nov 2014 Sold $515k,27 Jul 2009 Sold $465k,65m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/4-stone-st-meadowbank-nsw-2114-13051854,"4 Stone St, Meadowbank",3,2,2,$1.40M,$1.50M,$575/w,$650/w,House 1990 282m2 Residential - A 2/DP285508 ,06 Apr 2018 Sold ,282m2,"12 Mar 2018 Listed for Sale Guide $1,500,000",10 Sep 1998 Sold $320k,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/29-4-bank-st-meadowbank-nsw-2114-4257996,"29/4 Bank St, Meadowbank",1,1,1,$325k,$350k,$250/w,$300/w,Unit 1970 29m2 1310m2 Residential - A 29/SP14658 ,06 Jul 2020 Listed for Rent Deposit Taken,1310m2,03 Apr 2018 Sold $360k,"15 Feb 2018 Listed for Sale $325,000 - $360,000",29m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/30-12-meadow-cres-meadowbank-nsw-2114-13820227,"30/12 Meadow Cres, Meadowbank",2,1,1,$600k,$650k,$350/w,$425/w,Unit 1965 255m2 1864m2 Residential - A 30/SP5184 ,29 Mar 2018 Sold $693k,1864m2,05 Feb 2018 Listed for Sale Contact agent | Leighton Avery,02 Mar 2016 Rented $430,255m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/31-19-angas-st-meadowbank-nsw-2114-2513143,"31/19 Angas St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2007 55m2 1160m2 Residential - A 116/SP79422 ,22 Mar 2018 Sold $630k,1160m2,30 Mar 2012 Sold $422k,05 Nov 2007 Sold $385k,55m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/8-23-angas-st-meadowbank-nsw-2114-2288481,"8/23 Angas St, Meadowbank",1,1,1,$550k,$600k,$350/w,$425/w,Apartment 2005 56m2 10526m2 Residential - A 194/SP77059 ,20 Mar 2018 Sold $610k,10526m2,16 Jun 2006 Sold $370k,15 Dec 2005 Sold $370k,56m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/61-2-underdale-lane-meadowbank-nsw-2114-14874529,"61/2 Underdale Lane, Meadowbank",1,1,1,$520k,$635k,,,Unit 2009 65m2 468m2 Residential - A 1/DP958444 ,16 Mar 2018 Sold ,468m2,04 Dec 2017 Listed for Sale Sold,23 Apr 2015 Sold ,65m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/26-23-angas-st-meadowbank-nsw-2114-2300980,"26/23 Angas St, Meadowbank",2,2,1,$800k,$900k,$500/w,$575/w,Apartment 2006 98m2 10526m2 Residential - A 212/SP77059 ,07 Mar 2018 Sold $845k,10526m2,13 Jan 2018 Listed for Sale Contact Agent | Leighton Avery,22 Mar 2013 Sold $596k,98m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/21-117-bowden-st-meadowbank-nsw-2114-20719472,"21/117 Bowden St, Meadowbank",-,-,-,$600k,$650k,$425/w,$500/w,Unit ,02 Mar 2018 Sold $625k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/111a-116-bowden-st-meadowbank-nsw-2114-20896918,"111a/116 Bowden St, Meadowbank",-,-,-,$800k,$900k,$500/w,$575/w,Unknown ,26 Feb 2018 Sold $980k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/403-139-bowden-st-meadowbank-nsw-2114-20719444,"403/139 Bowden St, Meadowbank",-,-,-,$700k,$750k,$500/w,$575/w,Unit ,21 Feb 2018 Sold $769k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/28-21-angas-st-meadowbank-nsw-2114-14237403,"28/21 Angas St, Meadowbank",2,2,1,$800k,$900k,$500/w,$575/w,Unit 2007 100m2 1160m2 Residential - A 28/SP78741 ,17 Feb 2018 Sold $890k,1160m2,23 Jan 2018 Listed for Sale Contact Agent,04 Dec 2017 Listed for Rent $750,100m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/18-18--19-bank-st-meadowbank-nsw-2114-18653210,"18/18-19 Bank St, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Unit 1973 45m2 1449m2 Residential - A 18/SP7351 ,16 Feb 2018 Sold $595k,1449m2,11 Aug 2006 Sold $248k,28 Jun 1991 Sold $93k,45m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/208-146-bowden-st-meadowbank-nsw-2114-20480894,"208/146 Bowden St, Meadowbank",3,2,2,$1.20M,$1.30M,$750/w,$850/w,Unit 2017 133m2 182m2 ,16 Feb 2018 Sold $1.33M,182m2,,,133m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/303-139-bowden-st-meadowbank-nsw-2114-20719465,"303/139 Bowden St, Meadowbank",-,-,-,$679k,$830k,$575/w,$650/w,Unit ,13 Feb 2018 Sold $755k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/19-23-angas-st-meadowbank-nsw-2114-2290626,"19/23 Angas St, Meadowbank",2,2,1,$800k,$900k,$500/w,$575/w,Unit 2004 115m2 10526m2 Residential - A 205/SP77059 ,12 Feb 2018 Sold $835k,10526m2,09 Jun 2006 Sold $510k,16 Feb 2005 Sold $510k,115m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1606-13-angas-st-meadowbank-nsw-2114-19722354,"1606/13 Angas St, Meadowbank",2,2,1,$700k,$750k,$500/w,$575/w,House 2015 111m2 6528m2 ,09 Feb 2018 Sold $760k,6528m2,23 Aug 2016 Sold $168k,24 Apr 2015 Sold $670k,111m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/204-146-bowden-st-meadowbank-nsw-2114-20426450,"204/146 Bowden St, Meadowbank",2,2,1,$1.00M,$1.10M,$650/w,$750/w,Apartment 2017 117m2 145m2 ,27 Mar 2018 Listed for Rent $750 DEPOSIT TAKEN,145m2,08 Feb 2018 Sold $1.03M,,117m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/410-146-bowden-st-meadowbank-nsw-2114-20424240,"410/146 Bowden St, Meadowbank",2,2,1,$900k,$1.00M,$650/w,$750/w,Unit 2017 114m2 142m2 ,06 Feb 2018 Sold $980k,142m2,,,114m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/207-143--147-bowden-st-meadowbank-nsw-2114-20480823,"207/143-147 Bowden St, Meadowbank",4,2,3,$1.08M,$1.62M,,,Unit 2000 183m2 ,01 Feb 2018 Sold $1.33M,183m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/10-25-angas-st-meadowbank-nsw-2114-14038208,"10/25 Angas St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Apartment 2006 73m2 10526m2 Residential - A 43/SP76502 ,31 Jan 2018 Sold $642k,10526m2,28 Aug 2012 Sold $435k,02 Nov 2011 Sold $435k,73m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/412-146-bowden-st-meadowbank-nsw-2114-20424336,"412/146 Bowden St, Meadowbank",2,2,1,$1.20M,$1.30M,$650/w,$750/w,Unit 2017 128m2 173m2 ,31 Jan 2018 Sold $1.27M,173m2,,,128m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3508-3--9-angas-st-meadowbank-nsw-2114-19719341,"3508/3-9 Angas St, Meadowbank",2,2,1,$718k,$878k,,,Unit 2015 120m2 6528m2 ,30 Jan 2018 Sold $831k,6528m2,23 Apr 2015 Sold $675k,,120m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/110-146-bowden-st-meadowbank-nsw-2114-20481324,"110/146 Bowden St, Meadowbank",3,2,2,$1.40M,$1.50M,$750/w,$850/w,Unit 2017 330m2 ,29 Jan 2018 Sold $1.71M,330m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/314-146-bowden-st-meadowbank-nsw-2114-20371993,"314/146 Bowden St, Meadowbank",4,2,2,$1.10M,$1.20M,$500/w,$575/w,Unit 2015 186m2 ,25 Jan 2018 Sold $1.55M,186m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/205-146-bowden-st-meadowbank-nsw-2114-20373968,"205/146 Bowden St, Meadowbank",4,2,2,$1.20M,$1.30M,$575/w,$650/w,Unit 2015 228m2 ,25 Jan 2018 Sold $1.78M,228m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/308-146-bowden-st-meadowbank-nsw-2114-20481576,"308/146 Bowden St, Meadowbank",4,2,1,$1.10M,$1.20M,$500/w,$575/w,Unit 2015 182m2 ,25 Jan 2018 Sold $1.38M,182m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/408-146-bowden-st-meadowbank-nsw-2114-20373072,"408/146 Bowden St, Meadowbank",2,2,1,$900k,$1.00M,$650/w,$750/w,Unit 2016 114m2 150m2 ,23 Jan 2018 Sold $1.00M,150m2,,,114m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/15-72--78-constitution-rd-w-meadowbank-nsw-2114-14280131,"15/72-78 Constitution Rd W, Meadowbank",2,2,2,$664k,$898k,,,Apartment 2002 108m2 3505m2 Residential - A 15/SP67799 ,06 Aug 2018 Listed for Rent ** DEPOSIT TAKEN **,3505m2,22 Jan 2018 Sold $823k,15 Jan 2018 Listed for Rent ** DEPOSIT TAKEN **,108m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/212-146-bowden-st-meadowbank-nsw-2114-20371137,"212/146 Bowden St, Meadowbank",2,2,1,$900k,$1.00M,$650/w,$750/w,Unit 2015 142m2 ,22 Jan 2018 Sold $950k,142m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/214-146-bowden-st-meadowbank-nsw-2114-20482532,"214/146 Bowden St, Meadowbank",2,2,1,$1.20M,$1.30M,$650/w,$750/w,Unit 2016 131m2 175m2 ,22 Jan 2018 Sold $1.40M,175m2,,,131m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/45-9-bay-dr-meadowbank-nsw-2114-5670428,"45/9 Bay Dr, Meadowbank",3,2,4,$900k,$1.00M,$650/w,$750/w,Unit 2007 108m2 1160m2 Residential - A 84/SP78741 ,22 Jan 2018 Sold $1.16M,1160m2,01 Feb 2013 Sold $758k,02 Oct 2009 Sold $780k,108m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/211-146-bowden-st-meadowbank-nsw-2114-20370440,"211/146 Bowden St, Meadowbank",2,2,1,$900k,$1.00M,$650/w,$750/w,Unit 2015 138m2 ,19 Jan 2018 Sold $1.03M,138m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/310-146-bowden-st-meadowbank-nsw-2114-20372489,"310/146 Bowden St, Meadowbank",2,2,1,$1.10M,$1.20M,$650/w,$750/w,Unit 2015 205m2 ,19 Jan 2018 Sold $1.25M,205m2,,,
