,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Floor area,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/49-myra-ave-ryde-nsw-2112-13553821,"49 Myra Ave, Ryde",5,3,2,790m2,$2.60M,$2.80M,$575/w,$650/w,House 2017 136m2 790m2 Residential - A 43/12555 ,12 Jun 2018 Sold $2.70M,29 Sep 2017 Listed for Sale Contact Agent - Viewing By Appointment,136m2,27 Jul 2015 Sold $1.45M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/20b-malvina-st-ryde-nsw-2112-2103999,"20b Malvina St, Ryde",4,3,1,367m2,$1.50M,$1.60M,$650/w,$750/w,House 1997 367m2 Residence Residential - A 121/867219 ,12 Jun 2018 Sold $1.47M,27 Aug 2004 Sold $690k,,31 May 2002 Sold $525k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/18-frederick-st-ryde-nsw-2112-13661124,"18 Frederick St, Ryde",3,4,3,581m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 138m2 581m2 Residence Residential - A 2/30457 ,11 Jun 2018 Sold $1.71M,04 Nov 2011 Sold $975k,138m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9-pidding-rd-ryde-nsw-2112-11233247,"9 Pidding Rd, Ryde",3,1,3,945m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 945m2 Residential - A 6/DP26459 ,09 Jun 2018 Sold $1.00M,"17 May 2018 Listed for Sale Price Guide - $950,000",,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/43-hancott-st-ryde-nsw-2112-12893340,"43 Hancott St, Ryde",4,2,3,850m2,$1.80M,$2.00M,$950/w,$1100/w,House 1960 172m2 850m2 Residential - A 3/31665 ,08 Jun 2018 Sold ,16 May 1985 Sold $142k,172m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/10-maze-ave-ryde-nsw-2112-13421203,"10 Maze Ave, Ryde",2,1,3,578m2,$1.40M,$1.50M,$500/w,$575/w,House 1980 578m2 Residential - A 15/DP25720 ,08 Jun 2018 Sold $1.24M,30 May 2018 Listed for Rent $550,,"04 Apr 2018 Listed for Sale Sold for $1,242,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/70-belmore-st-ryde-nsw-2112-12661124,"70 Belmore St, Ryde",3,1,2,972m2,$1.80M,$2.00M,$575/w,$650/w,House 1950 111m2 972m2 Residential - A 55/DP11918 ,04 May 2020 Listed for Rent $650 + ONE WEEK FREE RENT!,18 Jun 2018 Listed for Rent $650,111m2,07 Jun 2018 Sold $1.94M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-addington-ave-ryde-nsw-2112-10222947,"7 Addington Ave, Ryde",3,1,1,604m2,$2.00M,$2.20M,$850/w,$950/w,House 2018 117m2 604m2 Residence Residential - A 54/8552 ,05 Jun 2018 Sold ,17 Jan 2011 Sold $845k,117m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/10-willow-cres-ryde-nsw-2112-13219391,"10 Willow Cres, Ryde",5,2,3,505m2,$1.60M,$1.80M,$575/w,$650/w,House 1950 184m2 505m2 Residential - A T18/DP26888 ,04 Jun 2018 Sold $1.60M,05 Mar 1985 Sold $95k,184m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/313--317-blaxland-rd-ryde-nsw-2112-14552652,"313-317 Blaxland Rd, Ryde",3,2,2,2186m2,$2.96M,$4.01M,,,House 1968 2186m2 Residential - A 12/DP666524 ,04 Jun 2018 Sold $3.76M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-meta-st-ryde-nsw-2112-4553270,"3 Meta St, Ryde",3,1,2,601m2,$1.50M,$1.60M,$650/w,$750/w,House 1960 100m2 601m2 Residence Residential - A 15/30097 ,04 Jun 2018 Sold $1.60M,24 Apr 2002 Sold $520k,100m2,11 Oct 1985 Sold $96k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-minga-st-ryde-nsw-2112-4336393,"29 Minga St, Ryde",4,3,2,598m2,$1.80M,$2.00M,$300/w,$350/w,House 1990 157m2 598m2 Residence Residential - A 21/249927 ,30 May 2018 Sold $1.85M,24 Oct 2003 Sold $730k,157m2,13 Sep 1985 Sold $152k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/312-blaxland-rd-ryde-nsw-2112-13052918,"312 Blaxland Rd, Ryde",4,2,1,896m2,$2.00M,$2.20M,$650/w,$750/w,House 1920 206m2 896m2 Residential - A D/DP322336 ,28 May 2018 Sold $2.00M,06 Oct 1978 Sold $38k,206m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/36-potts-st-ryde-nsw-2112-13520408,"36 Potts St, Ryde",3,1,1,645m2,$1.60M,$1.80M,$650/w,$750/w,House 1978 645m2 Residential - A A/DP407706 ,26 May 2018 Sold $1.49M,"03 May 2018 Listed for Sale Sold $1,485,000",,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/22-bright-st-ryde-nsw-2112-11094134,"22 Bright St, Ryde",3,2,2,585m2,$1.60M,$1.80M,$575/w,$650/w,House 1960 112m2 585m2 Residence Residential - A 37/16614 ,25 May 2018 Sold $1.51M,04 Oct 2017 Listed for Sale For Sale - Contact Agent,112m2,09 Jun 2011 Sold $855k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-aeolus-ave-ryde-nsw-2112-12324048,"6 Aeolus Ave, Ryde",3,1,3,874m2,$1.60M,$1.80M,$500/w,$575/w,House 1979 874m2 Residential - A 29/DP7159 ,25 May 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-stuart-st-ryde-nsw-2112-12827694,"2 Stuart St, Ryde",1,1,1,810m2,$2.00M,$2.20M,$750/w,$850/w,House 2015 53m2 810m2 Residence Residential - A 40/12670 ,25 May 2018 Sold $950k,16 Nov 2017 Sold $228k,53m2,01 Dec 2011 Sold $540k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/307a-41--45-belmore-st-ryde-nsw-2112-19824553,"307a/41-45 Belmore St, Ryde",2,2,1,8777m2,$775k,$947k,,,House 2015 97m2 8777m2 ,07 May 2019 Listed for Rent Deposit Taken,25 May 2018 Sold $875k,97m2,25 Sep 2015 Sold $865k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-irvine-cres-ryde-nsw-2112-13683488,"5 Irvine Cres, Ryde",3,2,1,573m2,$1.30M,$1.40M,$650/w,$750/w,House 1979 573m2 Residential - A 42/DP19018 ,24 May 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/12-santarosa-ave-ryde-nsw-2112-13267435,"12 Santarosa Ave, Ryde",3,1,1,486m2,$1.40M,$1.50M,$575/w,$650/w,House 1970 104m2 486m2 Residential - A 7/30420 ,21 May 2018 Sold $1.40M,25 Feb 2005 Sold $585k,104m2,31 Jul 1992 Sold $201k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/17-arnold-st-ryde-nsw-2112-12886806,"17 Arnold St, Ryde",3,1,1,586m2,$1.60M,$1.80M,$650/w,$750/w,House 1960 110m2 586m2 Residential - A 9/DP30761 ,19 May 2018 Sold $1.62M,"23 Sep 2015 Listed for Sale FOR SALE $1,550,000",110m2,17 Dec 1982 Sold $83k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/34-arthur-st-ryde-nsw-2112-13765206,"34 Arthur St, Ryde",4,3,2,634m2,$1.50M,$1.60M,$425/w,$500/w,House 1979 634m2 Residential - A 5/DP518336 ,17 May 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-colston-st-ryde-nsw-2112-14702195,"11 Colston St, Ryde",3,1,3,575m2,$1.50M,$1.60M,$500/w,$575/w,House 1978 575m2 Residential - A 9/DP10358 ,17 May 2018 Sold $1.49M,22 Feb 2018 Listed for Sale SOLD AT AUCTION,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/40-woodbine-cres-ryde-nsw-2112-4397902,"40 Woodbine Cres, Ryde",5,3,2,733m2,$1.80M,$2.00M,$950/w,$1100/w,House 1950 194m2 733m2 Residence Residential - A 80/10373 ,17 May 2018 Sold ,24 Jun 2015 Sold $1.68M,194m2,04 Feb 2015 Listed for Sale Price Guide On Request
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/77-quarry-rd-ryde-nsw-2112-2446147,"77 Quarry Rd, Ryde",4,2,2,580m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 186m2 580m2 Residential - A 5/259418 ,14 May 2018 Sold $1.90M,25 Oct 2017 Rented $760,186m2,25 Oct 2017 Listed for Rent **Deposit Taken**
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/25-fisher-ave-ryde-nsw-2112-12699076,"25 Fisher Ave, Ryde",5,3,2,673m2,$2.20M,$2.40M,$850/w,$950/w,House 2010 301m2 673m2 Residential - A 253/DP12999 ,12 May 2018 Sold $2.17M,"09 Mar 2018 Listed for Sale For Sale: $2,480,000",301m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/18-dorothy-st-ryde-nsw-2112-13076468,"18 Dorothy St, Ryde",4,1,1,666m2,$1.60M,$1.80M,$500/w,$575/w,House 1979 666m2 Residential - A 12/DP27006 ,09 May 2018 Sold $1.50M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-searle-st-ryde-nsw-2112-13331377,"6 Searle St, Ryde",4,2,4,836m2,$2.00M,$2.20M,$750/w,$850/w,House 1975 158m2 836m2 Residential - A 30/DP2557 ,10 May 2018 Listed for Rent $900,09 May 2018 Sold $2.03M,158m2,26 Feb 2018 Listed for Sale Sold by Neil Robson 0414 598 554
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/38-north-rd-ryde-nsw-2112-12899865,"38 North Rd, Ryde",4,2,2,533m2,$1.30M,$1.40M,$575/w,$650/w,House 1982 533m2 Residential - A 2/DP26888 ,04 May 2018 Sold ,30 May 2017 Sold ,,07 Jan 1982 Sold $89k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-baird-ave-ryde-nsw-2112-13400097,"29 Baird Ave, Ryde",3,2,2,987m2,$1.80M,$2.00M,$500/w,$575/w,House 1980 987m2 Residential - A 14/DP25962 ,03 May 2018 Sold ,10 Apr 1976 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/48-north-rd-ryde-nsw-2112-13709668,"48 North Rd, Ryde",3,1,1,505m2,$1.40M,$1.50M,$575/w,$650/w,House 1930 137m2 505m2 Residential - A 73/DP7465 ,03 May 2018 Sold $1.38M,,137m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-69--71-bridge-rd-ryde-nsw-2112-13993485,"5/69-71 Bridge Rd, Ryde",3,2,2,1815m2,$1.00M,$1.10M,$575/w,$650/w,House 2000 131m2 1815m2 Residential - A 5/SP72148 ,03 May 2018 Sold $1.14M,01 Feb 2018 Listed for Sale Auction Price Guide $1M-$1.1M,131m2,07 Apr 2005 Sold $600k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/20-arnold-st-ryde-nsw-2112-12579547,"20 Arnold St, Ryde",5,2,4,594m2,$1.80M,$2.00M,$650/w,$750/w,House 1983 594m2 Residential - A 16/DP30761 ,01 May 2018 Sold $1.56M,"15 Feb 2018 Listed for Sale For Sale $1,585,000",,02 Apr 1992 Sold $80k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/30-richard-johnson-cres-ryde-nsw-2112-19346702,"30 Richard Johnson Cres, Ryde",3,1,2,542m2,$1.30M,$1.40M,$500/w,$575/w,House 1955 97m2 542m2 Residential - A 9/21357 ,26 Mar 2020 Listed for Rent **DEPOSIT TAKEN**,18 Jul 2019 Listed for Sale UNDER OFFER,97m2,14 Nov 2018 Listed for Rent **DEPOSIT TAKEN**
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/14-dorothy-st-ryde-nsw-2112-2506434,"14 Dorothy St, Ryde",4,1,2,701m2,$1.60M,$1.80M,$750/w,$850/w,House 1960 160m2 701m2 Residential - A 14/27006 ,01 May 2018 Sold $1.80M,10 Nov 2007 Sold $753k,160m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/15-ronald-ave-ryde-nsw-2112-12519658,"15 Ronald Ave, Ryde",4,1,1,651m2,$1.60M,$1.80M,$500/w,$575/w,House 1950 130m2 651m2 Residential - A 13/DP26150 ,30 Apr 2018 Sold $1.72M,30 Apr 2018 Listed for Rent Deposit taken,130m2,09 Feb 2018 Listed for Sale Auction 10th March at 1.15pm (Unless Sold Prior)
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/32-acacia-ave-ryde-nsw-2112-18729391,"32 Acacia Ave, Ryde",4,2,2,700m2,$1.60M,$1.80M,$500/w,$575/w,House 1983 700m2 Residential - A 16/DP21281 ,30 Apr 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-tunks-st-ryde-nsw-2112-2142512,"5 Tunks St, Ryde",4,2,2,739m2,$1.80M,$2.00M,$650/w,$750/w,House 1970 152m2 739m2 Residence Residential - A 2/545619 ,27 Apr 2018 Sold $1.59M,30 May 2012 Sold $825k,152m2,20 May 2005 Sold $735k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-searle-st-ryde-nsw-2112-4398193,"11 Searle St, Ryde",5,2,2,836m2,$2.20M,$2.40M,$750/w,$850/w,House 1930 168m2 836m2 Vacant Land Residential - A 16/2557 ,27 Apr 2018 Sold $2.10M,21 May 2003 Sold $820k,168m2,15 Jul 2002 Sold $650k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/15-eileen-st-ryde-nsw-2112-4637268,"15 Eileen St, Ryde",4,3,2,563m2,$1.80M,$2.00M,$575/w,$650/w,House 1955 177m2 563m2 Residence Residential - A 12/24598 ,27 Apr 2018 Sold $1.59M,09 Mar 2018 Listed for Sale SOLD BY DAVID GENNUSA,177m2,03 Sep 2001 Sold $443k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/28-fawcett-st-ryde-nsw-2112-13060576,"28 Fawcett St, Ryde",4,2,2,600m2,$2.80M,$3.00M,$950/w,$1100/w,House 2017 280m2 600m2 Residential - A 30/29029 ,23 Apr 2018 Sold $2.80M,12 Oct 2016 Sold $1.41M,280m2,"11 Aug 2016 Listed for Sale $1,405,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/10-14-goulding-rd-ryde-nsw-2112-2172859,"10/14 Goulding Rd, Ryde",2,1,1,1239m2,$550k,$600k,$350/w,$425/w,House 1974 70m2 1239m2 Residential - A ,23 Apr 2018 Sold ,14 Sep 2004 Sold $240k,70m2,01 Aug 1996 Sold $125k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/53-frederick-st-ryde-nsw-2112-4439425,"53 Frederick St, Ryde",4,2,2,676m2,$1.80M,$2.00M,$650/w,$750/w,House 1978 676m2 Residence Residential - A 136/8721 ,23 Apr 2018 Sold $1.79M,17 Jan 2003 Sold $768k,,03 May 1994 Sold $335k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-fernleigh-cl-ryde-nsw-2112-13516053,"11 Fernleigh Cl, Ryde",5,3,2,600m2,$2.20M,$2.40M,$850/w,$950/w,House 1996 260m2 600m2 Residential - A 112/847133 ,22 Apr 2018 Sold $2.14M,"04 Apr 2018 Listed for Sale $2,140,000",260m2,"01 Nov 2017 Listed for Sale For Sale $2,200,000 to $2,300,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-arnold-st-ryde-nsw-2112-13120970,"29 Arnold St, Ryde",5,3,2,595m2,$1.60M,$1.80M,$650/w,$750/w,House 1979 595m2 Residential - A 15/DP30761 ,18 Apr 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/19-samuel-st-ryde-nsw-2112-2395419,"19 Samuel St, Ryde",3,1,2,999m2,$1.80M,$2.00M,$500/w,$575/w,House 1960 104m2 999m2 Residence Residential - A 6/10587 ,18 Apr 2018 Sold $1.90M,15 Jul 2015 Sold $1.80M,104m2,29 Oct 2010 Sold $815k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/21-samuel-st-ryde-nsw-2112-3755717,"21 Samuel St, Ryde",2,1,2,1081m2,$1.80M,$2.00M,$500/w,$575/w,House 1960 105m2 1081m2 Residential - A 1/27143 ,18 Apr 2018 Sold $1.85M,02 Jul 2015 Sold $3.31M,105m2,16 Jun 2014 Sold $1.33M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/32-pooley-st-ryde-nsw-2112-13310221,"32 Pooley St, Ryde",3,1,1,513m2,$1.40M,$1.50M,$650/w,$750/w,House 1979 513m2 Residential - A 37/DP26692 ,16 Apr 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/84-fawcett-st-ryde-nsw-2112-12359039,"84 Fawcett St, Ryde",3,2,1,544m2,$1.40M,$1.50M,$575/w,$650/w,House 1957 544m2 Residential - A 18/DP219517 ,14 Apr 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/108-quarry-rd-ryde-nsw-2112-12913130,"108 Quarry Rd, Ryde",3,1,2,670m2,$1.65M,$2.23M,,,House 1953 110m2 670m2 Residential - A 46/23652 ,13 Apr 2018 Sold $2.00M,22 Jan 1997 Sold $305k,110m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/8-linley-way-ryde-nsw-2112-4331514,"8 Linley Way, Ryde",5,3,2,557m2,$2.00M,$2.20M,$1100/w,$1250/w,House 1995 250m2 557m2 Residence Residential - A 118/847133 ,13 Apr 2018 Sold $1.97M,"24 Jan 2018 Listed for Sale Guide $1,800,000",250m2,06 Nov 2003 Sold $910k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/835-victoria-rd-ryde-nsw-2112-13627904,"835 Victoria Rd, Ryde",3,1,2,695m2,$1.40M,$1.50M,$500/w,$575/w,House 1960 50m2 695m2 Residential - A A/356666 ,12 Apr 2018 Sold $1.60M,02 Aug 2016 Listed for Rent **Application Taken**,50m2,28 May 2014 Sold $775k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2a-potts-st-ryde-nsw-2112-12755402,"2a Potts St, Ryde",5,3,2,562m2,$2.60M,$2.80M,$650/w,$750/w,House 2013 293m2 562m2 Residential - A 3/DP500479 ,11 Apr 2018 Sold $2.52M,24 Jan 2018 Listed for Sale **UNDER CONTRACT**,293m2,06 Oct 2016 Sold $1.27M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1a-ellen-st-ryde-nsw-2112-4372160,"1a Ellen St, Ryde",3,1,1,340m2,$1.30M,$1.40M,$650/w,$750/w,House 1980 340m2 Residence Residential - A 21/DP847806 ,09 Apr 2018 Sold $270k,06 Apr 2018 Sold $1.30M,,"07 Mar 2018 Listed for Sale Auction Guide - $1,350,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/41-argyle-ave-ryde-nsw-2112-12759301,"41 Argyle Ave, Ryde",4,2,2,520m2,$1.80M,$2.00M,$650/w,$750/w,House 1970 218m2 520m2 Residential - A 44/DP8675 ,05 Apr 2018 Sold $1.70M,18 Jan 2018 Listed for Sale Contact Agent,218m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/10-ellen-st-ryde-nsw-2112-13105400,"10 Ellen St, Ryde",5,3,2,691m2,$1.60M,$1.80M,$500/w,$575/w,House 1960 691m2 Residential - A B/DP413634 ,05 Apr 2018 Sold $2.85M,29 Jan 2016 Sold $1.35M,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/60-cressy-rd-ryde-nsw-2112-13514650,"60 Cressy Rd, Ryde",3,2,1,513m2,$1.40M,$1.50M,$575/w,$650/w,House 1980 513m2 Residential - A 3/DP526752 ,05 Apr 2018 Sold $1.36M,20 Nov 2016 Rented $590,,21 Nov 2015 Rented $590
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/44-woodbine-cres-ryde-nsw-2112-13423035,"44 Woodbine Cres, Ryde",3,2,2,738m2,$1.80M,$2.00M,$575/w,$650/w,House 1983 738m2 Residential - A 78/10373 ,22 Mar 2018 Sold ,28 Aug 1998 Sold $150k,,26 Jan 1983 Sold $79k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-ivy-st-ryde-nsw-2112-4328671,"2 Ivy St, Ryde",5,3,2,351m2,$1.60M,$1.80M,$950/w,$1100/w,House 2003 190m2 351m2 Residence Residential - A 2/29353 ,21 Mar 2018 Sold $1.60M,19 Jul 2017 Listed for Rent $1100 pw,190m2,13 Nov 2003 Sold $652k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-irvine-cres-ryde-nsw-2112-18938055,"1 Irvine Cres, Ryde",4,1,2,486m2,$1.40M,$1.50M,$500/w,$575/w,House 1960 136m2 486m2 Residential - A 44/19018 ,19 Mar 2018 Sold $1.34M,23 Sep 2013 Sold $810k,136m2,21 Apr 2006 Sold $500k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/321-blaxland-rd-ryde-nsw-2112-2213568,"321 Blaxland Rd, Ryde",4,1,2,1018m2,$2.00M,$2.20M,$650/w,$750/w,House 1910 213m2 1018m2 Residential - A 9/13050 ,16 Mar 2018 Sold $2.58M,07 Oct 2005 Sold $752k,213m2,28 Nov 1997 Sold $400k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-quarry-rd-ryde-nsw-2112-5665666,"29 Quarry Rd, Ryde",3,1,1,891m2,$2.00M,$2.20M,$575/w,$650/w,House 2017 360m2 891m2 Residence Residential - A 1/532244 ,16 Mar 2018 Sold $3.50M,02 Dec 2015 Sold $1.58M,360m2,07 Apr 2014 Sold $1.11M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-6-ellen-st-ryde-nsw-2112-12887428,"2/6 Ellen St, Ryde",2,1,1,987m2,$800k,$900k,$500/w,$575/w,House 1999 77m2 987m2 Residential - A 2/SP61768 ,27 Mar 2018 Listed for Rent Deposit Taken!,08 Mar 2018 Sold $900k,77m2,12 May 2000 Sold $325k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-burke-st-ryde-nsw-2112-4814630,"3 Burke St, Ryde",3,1,2,860m2,$2.00M,$2.20M,$575/w,$650/w,House 2001 240m2 860m2 Residential - A 55/26692 ,26 Feb 2018 Sold $2.15M,28 May 1999 Sold $352k,240m2,07 Mar 1986 Sold $416k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/86-fawcett-st-ryde-nsw-2112-9175142,"86 Fawcett St, Ryde",5,3,2,575m2,$1.80M,$2.00M,$950/w,$1100/w,House 2010 575m2 Residence Residential - A 17/219517 ,16 Apr 2019 Listed for Rent **DEPOSIT TAKEN**,"27 Feb 2018 Listed for Rent $1,200",,26 Feb 2018 Sold $1.73M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9-willow-cres-ryde-nsw-2112-12909572,"9 Willow Cres, Ryde",3,1,1,607m2,$1.40M,$1.50M,$575/w,$650/w,House 1979 607m2 Residential - A 6/DP26888 ,25 Feb 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-martin-st-ryde-nsw-2112-13387798,"7 Martin St, Ryde",3,1,1,569m2,$1.50M,$1.60M,$650/w,$750/w,House 1980 569m2 Residential - A 22/DP24598 ,23 Feb 2018 Sold $1.48M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-kuppa-rd-ryde-nsw-2112-15725646,"2 Kuppa Rd, Ryde",2,1,2,954m2,$1.60M,$1.80M,$500/w,$575/w,House 1930 121m2 954m2 Residential - A 49/11609 ,20 Feb 2018 Sold ,24 Feb 2015 Sold $1.34M,121m2,25 Mar 2012 Rented $490
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-eagle-st-ryde-nsw-2112-12720363,"3 Eagle St, Ryde",5,3,2,632m2,$1.80M,$2.00M,$650/w,$750/w,House 2018 632m2 Residential - A 76/DP30343 ,19 Feb 2018 Sold $1.32M,16 Nov 2017 Listed for Sale Contact Agent,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/309-morrison-rd-ryde-nsw-2112-12862615,"309 Morrison Rd, Ryde",4,2,2,650m2,$1.42M,$1.74M,,,House 1950 91m2 650m2 Residential - A 10/11918 ,19 Feb 2018 Sold ,"05 Feb 2018 Listed for Sale $1,470,000 - $1,520,000",91m2,"27 Jun 2017 Listed for Sale For Sale $1,650,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/52-lavarack-st-ryde-nsw-2112-13199092,"52 Lavarack St, Ryde",3,1,1,689m2,$1.62M,$2.44M,,,House 1960 93m2 689m2 Residential - A 57/DP210723 ,15 Feb 2018 Sold $2.10M,,93m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-minga-st-ryde-nsw-2112-2154233,"3 Minga St, Ryde",3,2,2,787m2,$1.60M,$1.80M,$650/w,$750/w,House 1970 149m2 787m2 Residential - A 34/249927 ,14 Feb 2018 Sold $1.33M,"20 Oct 2017 Listed for Sale $1,330,000",149m2,12 Nov 2014 Rented $625
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/25-minga-st-ryde-nsw-2112-19325836,"25 Minga St, Ryde",3,1,1,787m2,$1.60M,$1.80M,$650/w,$750/w,House 1984 787m2 Residential - A 23/249927 ,13 Feb 2018 Sold ,19 Jul 1984 Sold $74k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/527-victoria-rd-ryde-nsw-2112-12659544,"527 Victoria Rd, Ryde",2,1,-,474m2,$892k,$1.34M,,,House 1980 80m2 474m2 Commercial Commercial - C A/358920 ,12 Feb 2018 Sold $1.12M,18 Sep 2013 Sold $5.00M,80m2,27 Jul 2011 Sold $425k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/31-frederick-st-ryde-nsw-2112-13589401,"31 Frederick St, Ryde",3,1,1,1056m2,$2.20M,$2.40M,$650/w,$750/w,House 1980 1056m2 Residential - A 146/DP8721 ,08 Feb 2018 Sold $2.31M,"25 Oct 2017 Listed for Sale Guide $2,100,000",,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/13-lane-cove-rd-ryde-nsw-2112-12367334,"13 Lane Cove Rd, Ryde",3,1,1,607m2,$1.60M,$1.80M,$350/w,$425/w,House 1960 123m2 607m2 Residential - A C/DP380096 ,07 Feb 2018 Sold $1.75M,,123m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/13a-lane-cove-rd-ryde-nsw-2112-12735491,"13a Lane Cove Rd, Ryde",3,1,1,505m2,$1.50M,$1.60M,$575/w,$650/w,House 1980 125m2 505m2 Residential - A B/DP361628 ,07 Feb 2018 Sold $1.45M,,125m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/39-john-miller-st-ryde-nsw-2112-13769008,"39 John Miller St, Ryde",3,1,2,923m2,$1.80M,$2.00M,$650/w,$750/w,House 1978 923m2 Residential - A 13/DP27344 ,01 Feb 2018 Sold $1.84M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/19-lavarack-st-ryde-nsw-2112-5692888,"19 Lavarack St, Ryde",3,1,2,594m2,$1.60M,$1.80M,$650/w,$750/w,House 1980 594m2 Residence Residential - A 10/209707 ,01 Feb 2018 Sold $1.65M,17 Sep 2009 Sold $747k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-samuel-st-ryde-nsw-2112-4337174,"11 Samuel St, Ryde",5,3,2,803m2,$2.00M,$2.20M,$575/w,$650/w,House 1950 247m2 803m2 Residence Residential - A 10/10587 ,31 Jan 2018 Sold $2.44M,23 Oct 2003 Sold $940k,247m2,15 Nov 1978 Sold $67k
