,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,year_type,Sold_History1,Sold_History2,Sold_History3,rent_low,rent_high
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/44-griffiths-ave-west-ryde-nsw-2114-4748219,"44 Griffiths Ave, West Ryde",5,1,5,149m2,613m2,$1.50M,$1.60M,House 1955 149m2 613m2 Residence Residential - A C/444439 ,17 Sep 2012 Sold $882k,05 Aug 2002 Sold  (Partial Sale) $190k,30 Oct 2000 Sold $98k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-griffiths-ave-west-ryde-nsw-2114-20244214,"5 Griffiths Ave, West Ryde",2,1,1,,474m2,$1.50M,$1.60M,House 474m2 ,08 Aug 2019 Listed for Rent DEPOSIT TAKEN!,15 Sep 2012 Sold $936k,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/12-hay-st-west-ryde-nsw-2114-12408922,"12 Hay St, West Ryde",3,1,2,165m2,612m2,$1.60M,$1.80M,House 1920 165m2 612m2 Residence Residential - A 2/10400 ,13 Sep 2012 Sold $970k,05 Sep 1979 Sold $50k,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-pearl-st-west-ryde-nsw-2114-3944629,"2 Pearl St, West Ryde",4,3,2,,398m2,$1.80M,$2.00M,House 1994 398m2 Residential - A 2/1020574 ,10 Sep 2012 Sold $755k,04 Feb 1994 Sold $217k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-lambert-st-west-ryde-nsw-2114-13509929,"5 Lambert St, West Ryde",4,2,1,225m2,929m2,$1.60M,$1.80M,House 1970 225m2 929m2 Residence Residential - A 26/28855 ,14 Jul 2020 Listed for Rent APPLICATION APPROVED AND DEPOSIT TAKEN,06 Sep 2012 Sold $969k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1085-victoria-rd-west-ryde-nsw-2114-8189737,"1085 Victoria Rd, West Ryde",-,1,-,70m2,189m2,$773k,$1.05M,House 2000 70m2 189m2 Commercial Business - B 282/655160 ,26 Jul 2007 Sold $500k,13 Feb 2006 Sold $450k,20 May 2003 Sold $363k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/75-station-st-west-ryde-nsw-2114-12841610,"75 Station St, West Ryde",2,1,2,,607m2,$1.30M,$1.40M,House 1950 607m2 Residence Residential - A 2/372241 ,,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/33-grand-ave-west-ryde-nsw-2114-13133880,"33 Grand Ave, West Ryde",3,1,1,103m2,519m2,$1.30M,$1.40M,House 1930 103m2 519m2 Residence Residential - A 2/867143 ,20 Aug 2012 Sold $770k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-adelaide-st-west-ryde-nsw-2114-13632121,"1 Adelaide St, West Ryde",5,3,2,,613m2,$1.30M,$1.40M,House 2013 613m2 Residence Residential - A 25/11061 ,26 Nov 2012 Rented $350,20 Aug 2012 Sold $642k,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/79-adelaide-st-west-ryde-nsw-2114-13639040,"79 Adelaide St, West Ryde",3,1,4,125m2,1100m2,$1.60M,$1.80M,House 1950 125m2 1100m2 Residence Residential - A 4/1095 ,20 Aug 2012 Sold $870k,02 Sep 1999 Sold $6.55k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/49-winbourne-st-west-ryde-nsw-2114-12756905,"49 Winbourne St, West Ryde",3,1,2,216m2,1018m2,$2.00M,$2.20M,House 1960 216m2 1018m2 Residential - A 4/38023 ,08 Aug 2012 Sold $770k,,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2a-miriam-rd-west-ryde-nsw-2114-15902859,"2a Miriam Rd, West Ryde",3,2,2,,677m2,$1.50M,$1.60M,House 2012 677m2 Residence Residential - A 2/DP1160172 ,07 Aug 2012 Sold $965k,,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-35-gaza-rd-west-ryde-nsw-2114-12776609,"6/35 Gaza Rd, West Ryde",3,1,2,17m2,188m2,$900k,$1.00M,House 1985 17m2 188m2 Residential - A 6/SP22837 ,26 Jul 2012 Sold $571k,16 Jul 1998 Sold $207k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/17-fernvale-ave-west-ryde-nsw-2114-13605995,"17 Fernvale Ave, West Ryde",4,2,1,,705m2,$2.00M,$2.20M,House 1920 705m2 Residence Residential - A 210/12698 ,23 Jul 2012 Sold $870k,,,$950/w,$1100/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/36-federal-rd-west-ryde-nsw-2114-12885897,"36 Federal Rd, West Ryde",3,1,1,,575m2,$1.30M,$1.40M,House 1980 575m2 Residence Residential - A 1/212550 ,20 Jul 2012 Sold $695k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1b-hermoyne-st-west-ryde-nsw-2114-14002896,"1b Hermoyne St, West Ryde",4,2,2,35m2,327m2,$1.40M,$1.50M,House 2005 35m2 327m2 Residence Residential - A 421/DP1163030 ,19 Jul 2012 Sold $835k,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-glenayr-ave-west-ryde-nsw-2114-13482734,"1 Glenayr Ave, West Ryde",3,1,1,110m2,480m2,$1.30M,$1.40M,House 1950 110m2 480m2 House Residential - A 105/19136 ,27 Mar 2015 Rented $510,10 Jul 2012 Sold $723k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-hermoyne-st-west-ryde-nsw-2114-13306953,"4 Hermoyne St, West Ryde",5,3,1,,904m2,$2.60M,$2.80M,House 2016 904m2 Residence Residential - A 13/30375 ,22 Jun 2020 Listed for Rent APPLICATION APPROVED & DEPOSIT TAKEN pw,17 Jan 2019 Listed for Rent $850 Per Week,03 Dec 2018 Listed for Rent $850 per week,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/63-darvall-rd-west-ryde-nsw-2114-13397046,"63 Darvall Rd, West Ryde",7,5,1,315m2,834m2,$1.50M,$1.60M,House 2015 315m2 834m2 Residence Residential - A A/366340 ,09 Jul 2012 Sold $755k,30 Oct 1985 Sold $95k,19 Sep 1979 Sold $59k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/33-goodwin-st-west-ryde-nsw-2114-12292569,"33 Goodwin St, West Ryde",3,2,1,,569m2,$1.50M,$1.60M,House 2012 569m2 Residence Residential - A 12/35308 ,02 Jul 2012 Sold $792k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/59-hay-st-west-ryde-nsw-2114-2541539,"59 Hay St, West Ryde",4,2,2,172m2,689m2,$1.60M,$1.80M,House 1930 172m2 689m2 Residence Residential - A 22/12291 ,02 Jul 2012 Sold $960k,21 Jan 2008 Sold $863k,30 Jan 1998 Sold $387k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1031-victoria-rd-west-ryde-nsw-2114-8155522,"1031 Victoria Rd, West Ryde",3,1,4,,195m2,$1.26M,$1.88M,House 1980 195m2 Office Business - B 5/8092 ,29 Jun 2012 Sold $1.05M,28 Jan 2003 Sold $1.52M,10 Apr 1996 Sold $865k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/918--920-victoria-rd-west-ryde-nsw-2114-15910378,"918-920 Victoria Rd, West Ryde",3,1,1,,808m2,$1.29M,$1.93M,House 1980 808m2 Commercial Industrial - I 2/567543 ,24 Dec 1980 Sold $125k,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/134-darvall-rd-west-ryde-nsw-2114-11160548,"134 Darvall Rd, West Ryde",4,2,1,,594m2,$1.50M,$1.60M,House 1940 594m2 Residence Residential - A 17/18889 ,26 Jun 2012 Sold $880k,28 Apr 1993 Sold $223k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/28-federal-rd-west-ryde-nsw-2114-16023382,"28 Federal Rd, West Ryde",5,4,2,368m2,733m2,$2.40M,$2.60M,House 2003 368m2 733m2 House Residential - A 8A/21149 ,12 Jun 2012 Sold ,09 Sep 2011 Sold $1.27M,23 Aug 2000 Sold $310k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/38-linton-ave-west-ryde-nsw-2114-13183867,"38 Linton Ave, West Ryde",4,2,2,157m2,557m2,$1.60M,$1.80M,House 1910 157m2 557m2 Residence Residential - A 87/8097 ,09 Nov 1998 Sold $285k,27 Feb 1981 Sold $67k,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-pearl-st-west-ryde-nsw-2114-2238493,"4 Pearl St, West Ryde",2,1,1,,569m2,$1.30M,$1.40M,House 1930 569m2 Residence Residential - A 2/365489 ,01 Jun 2012 Sold $770k,28 Nov 2005 Sold $558k,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/10-orchard-st-west-ryde-nsw-2114-12813707,"10 Orchard St, West Ryde",3,1,2,,682m2,$1.50M,$1.60M,House 1980 682m2 Residence Residential - A 19/9903 ,23 May 2012 Sold $825k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1138-victoria-rd-west-ryde-nsw-2114-3297008,"1138 Victoria Rd, West Ryde",2,1,1,103m2,531m2,$1.00M,$1.10M,House 1930 103m2 531m2 Residence Residential - A 9/12291 ,22 May 2012 Sold $525k,22 Aug 2008 Sold $360k,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-union-st-west-ryde-nsw-2114-4338250,"5 Union St, West Ryde",3,1,2,,512m2,$1.40M,$1.50M,House 1950 512m2 Residence Residential - A 1/8668 ,15 May 2012 Sold $711k,20 Oct 2003 Sold $590k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21-forster-st-west-ryde-nsw-2114-4288616,"21 Forster St, West Ryde",3,1,1,,605m2,$1.40M,$1.50M,House 1980 605m2 Residence Residential - A 2/785008 ,11 May 2012 Sold $785k,12 Mar 2004 Sold $633k,30 Jan 2002 Sold $510k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/31-linton-ave-west-ryde-nsw-2114-13022513,"31 Linton Ave, West Ryde",2,1,-,,644m2,$1.40M,$1.50M,House 1910 644m2 Residence Residential - A 25/8097 ,28 Apr 2015 Rented $550,10 Mar 2015 Listed for Rent $550,01 May 2012 Sold $820k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-murray-st-west-ryde-nsw-2114-11635667,"7 Murray St, West Ryde",3,2,1,124m2,768m2,$1.50M,$1.60M,House 1950 124m2 768m2 Residence Residential - A 1/518183 ,28 Feb 2012 Sold $800k,10 May 2011 Sold $385k,08 Nov 1989 Sold $245k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/38-bank-st-west-ryde-nsw-2114-13089987,"38 Bank St, West Ryde",3,1,1,,499m2,$1.20M,$1.30M,House 1980 499m2 Residence Residential - A 5/8668 ,26 Apr 2012 Sold $715k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/41-adelaide-st-west-ryde-nsw-2114-4366402,"41 Adelaide St, West Ryde",3,2,2,,339m2,$1.30M,$1.40M,House 1993 339m2 Residence Residential - A 1/828510 ,24 Apr 2012 Sold $680k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/16-darwin-st-west-ryde-nsw-2114-13358288,"16 Darwin St, West Ryde",5,2,2,,746m2,$1.80M,$2.00M,House 1940 746m2 Residence Residential - A 7/20132 ,20 Apr 2012 Sold $815k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/17-grand-ave-west-ryde-nsw-2114-13091829,"17 Grand Ave, West Ryde",2,1,1,,881m2,$1.50M,$1.60M,House 1980 881m2 Residence Residential - A 1/565570 ,17 Apr 2012 Sold $676k,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1035-victoria-rd-west-ryde-nsw-2114-8170707,"1035 Victoria Rd, West Ryde",2,1,4,360m2,360m2,$1.69M,$2.29M,House 1980 360m2 360m2 Commercial Business - B 2/329236 ,03 Jun 2004 Sold $950k,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/32-linton-ave-west-ryde-nsw-2114-12852379,"32 Linton Ave, West Ryde",2,1,1,,557m2,$1.40M,$1.50M,House 2012 557m2 Residence Residential - A 90/8097 ,,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1012-victoria-rd-west-ryde-nsw-2114-8202139,"1012 Victoria Rd, West Ryde",-,1,-,,202m2,$823k,$1.23M,House 1996 202m2 Office Business - B 6/16642 ,23 Mar 2012 Sold $300k,26 Feb 2004 Sold $275k,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/48-maxim-st-west-ryde-nsw-2114-5720453,"48 Maxim St, West Ryde",2,1,1,400m2,1031m2,$750k,$800k,House 1970 400m2 1031m2 Residence Residential - A B/368578 ,19 Mar 2012 Sold $1.09M,21 Jan 2010 Sold $920k,18 Aug 1980 Sold $25k,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1227-victoria-rd-west-ryde-nsw-2114-12791005,"1227 Victoria Rd, West Ryde",2,1,2,,670m2,$1.10M,$1.20M,House 1930 670m2 Residence Residential - A 1/653771 ,13 May 1994 Sold $185k,24 Dec 1992 Sold $140k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-hughes-st-west-ryde-nsw-2114-13130839,"6 Hughes St, West Ryde",5,3,2,,411m2,$1.44M,$2.16M,House 1940 411m2 Residence Residential - A 1/861488 ,06 Mar 2012 Sold $925k,06 Nov 1997 Sold $415k,17 Nov 1978 Sold $42k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/26-gaza-rd-west-ryde-nsw-2114-11099283,"26 Gaza Rd, West Ryde",3,2,1,,581m2,$1.40M,$1.50M,House 1955 581m2 Residence Residential - A B/339371 ,29 Feb 2012 Sold $683k,04 Jul 2011 Sold $668k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-orchard-st-west-ryde-nsw-2114-2405838,"6 Orchard St, West Ryde",3,2,1,,372m2,$1.30M,$1.40M,House 1994 372m2 Residence Residential - A 50/840642 ,29 Feb 2012 Sold $750k,08 Oct 2008 Sold $595k,30 Jan 2006 Sold $400k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-2-fir-tree-ave-west-ryde-nsw-2114-17697926,"3/2 Fir Tree Ave, West Ryde",3,2,2,,1009m2,$1.00M,$1.10M,House 2011 1009m2 Residential - A 3/SP85924 ,15 Feb 2012 Sold $735k,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/15a-grand-ave-west-ryde-nsw-2114-4530197,"15a Grand Ave, West Ryde",4,2,2,162m2,632m2,$1.60M,$1.80M,House 1970 162m2 632m2 Residence Residential - A 4/365489 ,02 Feb 2012 Sold $971k,25 Jun 2002 Sold $672k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/18-anthony-rd-west-ryde-nsw-2114-12832386,"18 Anthony Rd, West Ryde",3,1,1,,695m2,$1.50M,$1.60M,House 1920 695m2 Residence Residential - A 541/13352 ,30 Jan 2012 Sold $802k,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/71-winbourne-st-e-west-ryde-nsw-2114-15783070,"71 Winbourne St E, West Ryde",3,1,1,130m2,917m2,$1.11M,$1.51M,House 1960 130m2 917m2 Residence Residential - A 11/28855 ,27 Jan 2012 Sold $675k,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-wattle-st-west-ryde-nsw-2114-13085229,"2 Wattle St, West Ryde",3,2,1,,765m2,$1.60M,$1.80M,House 1955 765m2 Residence Residential - A 14/24994 ,23 Jan 2012 Sold $780k,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/10-hibble-st-west-ryde-nsw-2114-3328562,"10 Hibble St, West Ryde",5,3,2,,619m2,$2.20M,$2.40M,House 2010 619m2 Residence Residential - A 1/522164 ,23 Jan 2012 Sold $1.39M,11 Jul 2008 Sold $595k,29 Feb 2000 Sold $347k,$950/w,$1100/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/25a-huxley-st-west-ryde-nsw-2114-11300266,"25a Huxley St, West Ryde",3,2,3,133m2,160m2,$1.30M,$1.40M,House 1999 133m2 160m2 Residence Residential - A 2/883214 ,12 Apr 1999 Sold $220k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-pearl-st-west-ryde-nsw-2114-3354281,"1 Pearl St, West Ryde",3,1,1,105m2,575m2,$1.60M,$1.80M,House 1960 105m2 575m2 Residence Residential - A 2/521390 ,20 Jan 2012 Sold $780k,05 Jun 2008 Sold $630k,01 Jul 2002 Sold $551k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/10-lambert-st-west-ryde-nsw-2114-12095421,"10 Lambert St, West Ryde",4,2,2,,1088m2,$1.60M,$1.80M,House 2012 1088m2 Residence Residential - A 33/28855 ,10 Nov 2017 Listed for Sale Contact Agent,18 Jan 2012 Sold $905k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1157-victoria-rd-west-ryde-nsw-2114-11690576,"1157 Victoria Rd, West Ryde",3,1,1,115m2,461m2,$1.10M,$1.20M,House 1960 115m2 461m2 Residence Residential - A 1/128920 ,13 Jan 2012 Sold $544k,,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/11-30--32-forster-st-west-ryde-nsw-2114-13313652,"11/30-32 Forster St, West Ryde",2,1,1,85m2,1409m2,$650k,$700k,House 1971 85m2 1409m2 Residential - A 11/SP5765 ,12 Jan 2012 Sold $360k,22 Sep 2004 Sold $312k,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/71-winbourne-st-west-ryde-nsw-2114-14515403,"71 Winbourne St, West Ryde",3,1,3,,,$1.60M,$1.80M,House 1980 Residential - A ,,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1171-victoria-rd-west-ryde-nsw-2114-12894733,"1171 Victoria Rd, West Ryde",2,1,2,,682m2,$1.30M,$1.40M,House 1940 682m2 Residence Residential - A 1/18889 ,,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/115-darvall-rd-west-ryde-nsw-2114-4478879,"115 Darvall Rd, West Ryde",7,2,2,,720m2,$1.50M,$1.60M,House 1965 720m2 Residence Residential - A 11/35774 ,19 Dec 2011 Sold $930k,25 Nov 2002 Sold $560k,29 Apr 1994 Sold $164k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/24-adelaide-st-west-ryde-nsw-2114-12144119,"24 Adelaide St, West Ryde",5,3,1,,626m2,$1.60M,$1.80M,House 2011 626m2 Residence Residential - A 53/655981 ,16 Dec 2011 Sold $707k,,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2a-wattle-st-west-ryde-nsw-2114-12140322,"2a Wattle St, West Ryde",2,1,1,103m2,569m2,$1.30M,$1.40M,House 1965 103m2 569m2 Residence Residential - A 2/DP524189 ,14 Dec 2011 Sold $660k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-chatham-rd-west-ryde-nsw-2114-10247320,"7 Chatham Rd, West Ryde",3,2,1,,314m2,$950k,$1.43M,"House 1980 314m2 Commercial Business - B 1,2,3,4/24732 ",12 Dec 2011 Sold $2.64M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/38a-station-st-west-ryde-nsw-2114-9182090,"38a Station St, West Ryde",1,1,2,,575m2,$1.16M,$1.57M,House 1980 575m2 Residence Residential - A 1/DP1005303 ,07 Dec 2011 Sold $768k,13 Jun 1997 Sold $235k,15 Dec 1995 Sold $210k,$150/w,$200/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9-darwin-st-west-ryde-nsw-2114-12156042,"9 Darwin St, West Ryde",2,1,1,128m2,999m2,$1.60M,$1.80M,House 1940 128m2 999m2 Residence Residential - A 7/1095 ,05 Dec 2011 Sold $880k,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/40-griffiths-ave-west-ryde-nsw-2114-18951337,"40 Griffiths Ave, West Ryde",3,1,1,,613m2,$1.40M,$1.50M,House 1980 613m2 Residential - A A/444439 ,05 Dec 2011 Sold $740k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/29-clarke-st-west-ryde-nsw-2114-2076985,"29 Clarke St, West Ryde",3,1,1,,600m2,$1.40M,$1.50M,House 1980 600m2 Residence Residential - A 12/6582 ,01 Dec 2004 Sold $535k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/45-falconer-st-west-ryde-nsw-2114-4815470,"45 Falconer St, West Ryde",4,3,3,190m2,698m2,$1.60M,$1.80M,House 2000 190m2 698m2 Residence Residential - A 1/974814 ,25 Nov 2011 Sold $1.11M,25 Oct 1999 Sold $356k,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1090-victoria-rd-west-ryde-nsw-2114-12940630,"1090 Victoria Rd, West Ryde",3,2,1,125m2,733m2,$1.40M,$1.50M,House 2014 125m2 733m2 Residence Residential - A 15/11061 ,10 Nov 2011 Sold $10k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-daphne-st-west-ryde-nsw-2114-12369856,"5 Daphne St, West Ryde",3,1,1,146m2,961m2,$1.60M,$1.80M,House 1960 146m2 961m2 Residence Residential - A 9/225274 ,04 Nov 2011 Sold $797k,17 Jan 1997 Sold $285k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-melville-st-west-ryde-nsw-2114-13697679,"1 Melville St, West Ryde",3,2,1,126m2,259m2,$1.80M,$2.00M,House 1920 126m2 259m2 Residence Residential - A 9/6234 ,24 Oct 2011 Sold $780k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13-herbert-st-west-ryde-nsw-2114-11971207,"13 Herbert St, West Ryde",4,2,2,265m2,505m2,$1.60M,$1.80M,House 1998 265m2 505m2 Residence Residential - A 2/8041 ,04 Oct 2011 Sold $1.01M,08 Aug 1997 Sold $201k,08 Feb 1979 Sold $29k,$950/w,$1100/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/73-ryedale-rd-west-ryde-nsw-2114-8217430,"73 Ryedale Rd, West Ryde",-,-,-,325m2,265m2,$1.52M,$1.85M,House 1969 325m2 265m2 Shop Business - B A/308091 ,06 May 2002 Sold $640k,27 Jun 1995 Sold $550k,20 Jun 1980 Sold $70k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1c-hermoyne-st-west-ryde-nsw-2114-11159223,"1c Hermoyne St, West Ryde",4,2,2,145m2,327m2,$1.40M,$1.50M,House 2000 145m2 327m2 Residence Residential - A 422/DP1163030 ,22 Aug 2011 Sold $825k,17 Jun 2011 Sold $825k,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-federal-rd-west-ryde-nsw-2114-12088959,"3 Federal Rd, West Ryde",3,1,1,,674m2,$1.40M,$1.50M,House 1940 674m2 Residence Residential - A 3/101751 ,07 Jan 2013 Rented $510,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/52-hay-st-west-ryde-nsw-2114-11972095,"52 Hay St, West Ryde",3,1,2,104m2,556m2,$1.40M,$1.50M,House 1935 104m2 556m2 Residence Residential - A 34/12291 ,17 Jul 2019 Listed for Rent DEPOSIT TAKEN,16 Jul 2018 Listed for Rent $580 - $610 per week,11 Aug 2011 Sold $790k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/49-falconer-st-west-ryde-nsw-2114-11958571,"49 Falconer St, West Ryde",3,1,2,115m2,698m2,$1.60M,$1.80M,House 1925 115m2 698m2 Residence Residential - A 1/974732 ,08 Aug 2011 Sold $810k,07 Apr 1997 Sold $274k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/14-wayella-st-west-ryde-nsw-2114-11237094,"14 Wayella St, West Ryde",4,1,3,109m2,910m2,$1.40M,$1.50M,House 1950 109m2 910m2 Residence Residential - A 7/20337 ,05 Aug 2011 Sold $745k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1069-victoria-rd-west-ryde-nsw-2114-12089840,"1069 Victoria Rd, West Ryde",2,1,1,88m2,198m2,$839k,$1.03M,House 2011 88m2 198m2 Shop Business - B PT274/14255 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/30-federal-rd-west-ryde-nsw-2114-11428999,"30 Federal Rd, West Ryde",4,3,1,,365m2,$1.30M,$1.40M,House 1955 365m2 Residence Residential - A 7B/21149 ,25 Jul 2011 Sold $810k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13-forsyth-st-west-ryde-nsw-2114-2555406,"13 Forsyth St, West Ryde",3,2,1,,691m2,$1.60M,$1.80M,House 1940 691m2 House Residential - A 56/8097 ,13 Jul 2011 Sold $810k,21 Feb 2008 Sold $635k,03 Apr 2001 Sold $380k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-22-orchard-st-west-ryde-nsw-2114-4061722,"1/22 Orchard St, West Ryde",2,1,1,67m2,630m2,$600k,$650k,House 1970 67m2 630m2 Residential - A 1/SP30336 ,10 Jan 2018 Listed for Rent $445,06 Aug 2015 Listed for Rent $450 - $465 per week,07 Jul 2011 Sold $431k,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-34-forster-st-west-ryde-nsw-2114-4277797,"4/34 Forster St, West Ryde",2,1,1,54m2,700m2,$550k,$600k,House 1970 54m2 700m2 Residential - A 4/SP9185 ,16 Jun 2011 Sold $380k,20 Apr 2007 Sold $310k,16 Apr 2004 Sold $285k,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/22-benson-st-west-ryde-nsw-2114-11633840,"22 Benson St, West Ryde",2,1,1,,400m2,$1.20M,$1.30M,House 1960 400m2 Residence Residential - A 1/1053619 ,,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/958-victoria-rd-west-ryde-nsw-2114-11324808,"958 Victoria Rd, West Ryde",1,1,-,,1217m2,$1.40M,$1.50M,House 1217m2 Residence Special Uses - S 8/819902 ,04 Jun 2011 Sold $920k,,,$150/w,$200/w
